order_id,customer_id,customer_name,product,quantity,unit_price,order_date,status,country
384,16,Kimberly Rose,Mouse,9,595.66,2025-08-30,pending,DE
385,1,Mr. Jonathan Schroeder MD,Laptop,5,699.88,2026-02-10,,
386,49,April King,Mouse,4,696.33,2026-02-11,pending,IT
387,25,Kristen Kelley,Laptop,1,1216.12,2026-03-24,,
388,99,Morgan Anderson,Laptop,4,317.06,2026-01-08,completed,
389,5,Kenneth Bailey,Keyboard,10,1011.32,2025-10-28,completed,DE
390,95,Tonya Smith MD,Laptop,7,664.05,2026-03-16,pending,GR
391,18,Melinda Horton,Headset,5,358.9,2025-08-09,cancelled,
392,77,Nancy Hunter,Monitor,4,459.63,2026-03-23,pending,
393,29,Becky Gross,Keyboard,5,419.98,2026-05-18,pending,FR
394,72,Barry Smith,Keyboard,1,1458.71,2026-05-16,,
395,41,Jennifer Davis,Keyboard,7,232.33,2026-04-24,,DE
396,97,Paige Rodriguez,Headset,8,369.04,2026-04-07,pending,IT
397,91,Jody Floyd,Mouse,8,1372.96,2026-01-10,,FR
398,72,Lisa Campbell,Headset,3,588.74,2025-07-24,cancelled,DE
399,43,Emily Wolfe MD,Laptop,8,1272.23,2026-02-28,completed,
400,93,Briana Brown,Mouse,1,410.01,2025-09-16,completed,GR
401,25,Derek Figueroa,Headset,9,333.35,2026-05-24,pending,IT
402,39,Alyssa Hamilton,Laptop,4,1406.37,2026-06-13,completed,FR
403,32,Scott Bowman,Headset,4,600.98,2026-07-24,pending,
404,42,Ashley Gonzalez,Monitor,7,704.71,2025-11-22,cancelled,IT
405,34,Joel Burns,Monitor,9,1325.39,2025-12-01,,GR
406,93,Eric Nash,Keyboard,6,1372.35,2026-02-17,cancelled,IT
407,53,Amanda Nichols,Laptop,10,1297.49,2025-10-10,pending,GR
408,34,Savannah Wade,Headset,10,872.92,2026-06-18,,IT
409,20,Katrina Davis,Mouse,6,352.73,2026-04-19,pending,FR
410,71,Julie Mcdonald,Monitor,5,1147.41,2026-01-28,,FR
411,59,Daniel Owen,Mouse,6,262.21,2025-09-15,,DE
412,70,Zachary Cox,Laptop,9,60.4,2025-11-05,completed,GR
413,98,Benjamin Turner,Laptop,7,214.86,2026-04-11,pending,GR
414,91,Lauren Wilson,Mouse,1,335.89,2026-03-31,,IT
415,8,Christopher Nguyen,Headset,10,1370.0,2026-04-23,,GR
416,1,Debbie Valdez,Headset,9,622.89,2026-04-09,completed,
417,93,Matthew Scott,Monitor,9,1466.44,2026-05-11,completed,
418,90,Jennifer Wright,Keyboard,3,169.45,2026-04-22,completed,
419,20,Denise Carlson,Mouse,4,933.47,2026-06-21,cancelled,IT
420,35,Craig Larsen,Keyboard,2,565.85,2025-08-04,,FR
421,73,Laura Stewart,Mouse,4,456.96,2025-08-25,completed,GR
422,12,Susan Campbell,Keyboard,7,571.98,2025-11-30,,GR
423,82,Kim Soto,Laptop,3,133.2,2025-11-21,,IT
424,73,Miguel Davis,Laptop,9,1379.54,2026-03-12,pending,DE
425,89,Jody Russell DVM,Headset,8,413.93,2025-10-14,completed,IT
426,70,Mr. Jason Diaz,Headset,1,277.24,2026-03-27,cancelled,GR
427,27,Rebekah Ochoa,Headset,3,1130.86,2026-07-20,,GR
428,39,Andrew Mccann,Mouse,10,368.3,2026-01-02,,
429,43,Todd Gomez,Keyboard,3,1187.84,2026-02-06,completed,
430,96,Amy Martin,Monitor,1,155.55,2026-07-21,pending,GR
431,44,James Martin,Headset,10,1432.74,2026-06-27,,IT
432,4,Jenna Rodriguez,Monitor,8,741.0,2026-04-13,cancelled,
433,49,Chelsea Hubbard,Keyboard,3,1022.75,2026-04-25,,GR
434,99,Christina Williamson,Headset,5,1199.1,2026-03-28,completed,GR
435,35,Charlotte Jones,Mouse,7,1070.4,2025-08-27,pending,FR
436,41,Amber Mitchell,Monitor,2,146.37,2026-01-26,cancelled,FR
437,47,Sheri Williams,Monitor,2,207.44,2025-08-27,pending,FR
438,58,Shannon Baldwin,Headset,9,773.54,2026-01-03,completed,GR
439,12,George May,Monitor,9,148.67,2026-03-18,cancelled,FR
440,2,Matthew Lee,Monitor,7,587.82,2025-11-18,completed,
441,32,Valerie Kennedy,Headset,9,262.68,2025-12-07,,DE
442,18,Darrell Moore,Monitor,5,409.93,2025-09-13,pending,GR
443,22,Kimberly Campos,Keyboard,5,637.44,2026-04-03,,GR
444,47,Raymond Smith,Monitor,4,1084.14,2025-10-30,,
445,79,Danielle Dixon,Mouse,8,169.39,2026-04-22,cancelled,GR
446,51,Dustin Richardson,Monitor,10,576.04,2026-02-13,cancelled,FR
447,43,Cynthia Rios,Keyboard,10,212.83,2026-01-23,cancelled,
448,89,Michael Mayer,Mouse,8,478.13,2026-05-21,,IT
449,38,Dr. Anthony Allison DVM,Keyboard,10,1175.14,2026-07-08,cancelled,FR
450,36,Donald Mitchell,Keyboard,6,179.69,2026-01-07,pending,
451,70,Pamela Brown,Mouse,9,50.11,2026-03-03,,DE
452,57,Michael Smith,Monitor,2,1230.26,2026-04-30,,FR
453,18,Jonathan Morales,Monitor,4,386.5,2025-08-16,pending,FR
454,49,Victor Johnson,Laptop,8,1486.14,2025-09-21,,
455,52,Jose Hopkins,Headset,9,1386.01,2026-04-27,,
456,5,Joan Day,Monitor,9,894.79,2026-03-24,completed,GR
457,99,Matthew Perez,Mouse,6,257.84,2026-07-22,completed,
458,83,Juan Sims,Keyboard,6,1448.92,2025-08-22,,GR
459,2,Ms. Emily Ortega DVM,Laptop,5,340.78,2026-05-14,pending,FR
460,48,Sara Gonzalez,Keyboard,8,1160.79,2026-01-15,pending,IT
461,4,Michael Carlson,Keyboard,2,450.19,2026-06-09,completed,GR
462,94,Brian King,Mouse,6,474.72,2026-04-27,,DE
463,67,David Hudson,Keyboard,6,719.48,2026-01-03,,FR
464,41,Abigail Banks,Laptop,5,76.58,2025-08-13,completed,GR
465,44,Cynthia Chandler MD,Laptop,3,1395.58,2026-04-23,pending,
466,23,Amy Cochran,Headset,3,503.17,2025-12-29,,FR
467,30,Douglas Duncan,Keyboard,3,287.72,2025-10-23,,FR
468,4,James Cardenas,Headset,4,679.87,2026-03-17,,FR
469,1,Karen Horne,Mouse,4,424.73,2025-07-29,completed,
470,14,Amanda Hoffman,Headset,3,555.03,2025-09-19,pending,FR
471,15,Sarah Rodriguez,Monitor,8,796.3,2026-05-13,cancelled,
472,50,David Wright,Headset,7,884.64,2025-12-06,cancelled,IT
473,59,Cheryl Campbell,Headset,3,1222.47,2025-10-24,cancelled,
474,76,Frank Gibbs,Laptop,3,476.65,2026-07-16,pending,IT
475,15,Taylor Johnson,Mouse,6,1043.22,2026-02-23,,FR
476,77,Amber Harmon,Mouse,10,581.73,2025-08-02,pending,FR
477,82,Justin Moss,Headset,3,836.82,2026-04-10,,IT
478,18,Thomas Young,Mouse,6,1264.56,2026-05-20,completed,IT
479,2,Christina Brown,Keyboard,3,300.74,2026-03-04,,
480,65,Joseph Weiss,Keyboard,7,1030.2,2025-10-07,,FR
481,63,Lonnie Jones,Mouse,2,852.44,2026-06-14,pending,IT
482,5,Christopher Saunders,Monitor,4,811.04,2026-04-02,pending,FR
483,73,Jessica Robbins,Keyboard,9,771.1,2025-11-24,completed,IT
484,100,Paula Miller,Headset,6,817.64,2026-06-29,completed,FR
485,70,Justin Jones,Mouse,7,162.6,2026-06-14,pending,IT
486,5,Sheila Martin,Keyboard,5,529.38,2025-12-30,completed,FR
487,16,Cheryl Scott,Mouse,4,1217.95,2025-12-20,cancelled,
488,81,William Bennett,Keyboard,3,928.07,2026-01-21,pending,DE
489,8,Richard Barnes,Headset,6,803.1,2025-12-08,pending,IT
490,91,Edward Stephens,Monitor,5,863.38,2026-07-08,completed,DE
491,97,William Johnson,Keyboard,1,1488.8,2025-11-08,pending,DE
492,32,Francisco James,Mouse,6,1244.44,2025-10-30,,FR
493,19,Jenna Doyle,Headset,5,945.44,2025-09-28,,FR
494,10,Kathryn Sheppard,Laptop,7,778.26,2026-02-21,cancelled,IT
495,59,Susan Brooks,Keyboard,6,877.11,2025-11-23,completed,FR
496,82,Cesar Franklin,Monitor,2,1195.56,2025-09-19,,DE
497,55,Megan Copeland,Mouse,8,410.12,2026-03-12,cancelled,IT
498,71,Seth Carroll,Headset,3,853.55,2026-07-13,,IT
499,88,Tracy Wiggins,Laptop,1,158.37,2026-01-19,,GR
500,16,Tracy Velasquez,Mouse,8,690.21,2025-09-30,,DE
501,89,David Garcia,Mouse,5,246.88,2026-05-22,cancelled,GR
502,84,Samuel Anderson,Monitor,5,132.81,2026-07-23,pending,GR
503,51,Bradley Nguyen,Monitor,4,649.55,2025-12-30,completed,GR
504,1,Anthony Weiss,Mouse,8,126.13,2025-08-02,pending,
505,88,Elaine Anthony,Keyboard,1,22.01,2025-11-07,cancelled,GR
506,55,Melvin Smith,Mouse,8,115.53,2026-01-13,,GR
507,94,Caroline Jennings,Laptop,2,476.89,2026-05-11,cancelled,DE
508,49,Taylor Lyons,Mouse,3,111.93,2026-06-30,completed,
509,84,Charles Dunn,Mouse,8,533.27,2026-03-03,pending,DE
510,53,Stephen Patel,Headset,8,1291.34,2026-02-26,completed,GR
511,18,Jeremy Bates,Laptop,10,1097.71,2026-05-09,cancelled,FR
512,41,Bridget Garcia,Mouse,4,422.68,2026-06-14,completed,DE
513,71,Ashley Strong,Headset,10,1084.56,2025-11-07,cancelled,GR
514,85,Michael Thomas,Monitor,4,781.45,2025-07-29,pending,FR
515,38,Tamara Palmer,Laptop,4,747.38,2026-05-22,completed,DE
516,64,Sheryl Green,Headset,2,797.15,2026-07-06,completed,IT
517,41,Joshua Padilla,Mouse,7,1292.61,2026-01-28,,IT
518,70,Heather Hoover,Mouse,8,1432.13,2026-04-15,completed,GR
519,76,Kimberly Donaldson,Laptop,1,400.66,2025-08-14,completed,GR
520,51,Kimberly Smith,Headset,5,946.57,2025-12-12,,FR
521,90,Jeffrey Lucas,Keyboard,2,964.4,2026-05-08,pending,IT
522,11,Sarah Buchanan,Monitor,2,771.84,2025-12-13,pending,DE
523,69,David Mendoza,Monitor,7,883.79,2025-12-04,completed,IT
524,90,Robert Jones,Keyboard,4,96.28,2025-09-09,completed,FR
525,15,Sarah Long,Keyboard,10,917.16,2026-03-19,cancelled,DE
526,16,Roy Willis,Laptop,3,1055.23,2026-02-05,pending,FR
527,45,Kelly Lane,Headset,9,1176.65,2025-09-14,cancelled,DE
528,48,Tyler Cannon,Mouse,5,1102.07,2026-07-16,completed,GR
529,43,Bradley Cooper,Keyboard,5,790.54,2026-03-08,cancelled,
530,81,Valerie Santana,Laptop,8,688.24,2026-03-05,cancelled,GR
531,64,Tyler Jackson,Headset,3,557.85,2025-12-15,cancelled,GR
532,74,Lisa Hensley,Laptop,4,1113.76,2026-07-04,completed,GR
533,2,Caitlin Harrington,Mouse,1,712.93,2026-04-05,,DE
534,23,Tonya Maldonado,Laptop,9,1206.64,2025-10-31,,DE
535,42,Lori Smith,Mouse,7,1374.62,2026-02-12,cancelled,IT
536,10,Robert Ramos,Headset,6,187.91,2026-02-22,completed,DE
537,29,Jacqueline Terrell,Headset,1,1431.58,2025-08-28,completed,FR
538,37,Megan Mack,Monitor,6,138.71,2025-10-27,,GR
539,48,Christopher Ballard,Mouse,5,850.07,2025-10-12,cancelled,
540,32,Jimmy Compton,Keyboard,6,891.62,2026-01-24,,DE
541,94,Justin Scott,Headset,4,234.34,2026-03-06,,GR
542,30,Robert Moody,Headset,6,957.55,2026-01-12,completed,IT
543,1,Tony Sawyer,Keyboard,5,164.88,2026-03-18,pending,FR
544,63,Bethany Valenzuela,Laptop,3,1070.36,2026-02-28,completed,GR
545,30,Keith Goodman,Headset,7,1054.26,2026-03-05,cancelled,FR
546,96,Ellen Gutierrez,Laptop,10,152.41,2025-10-13,pending,FR
547,10,Elizabeth Saunders,Headset,10,102.8,2026-07-09,pending,DE
548,38,Justin Gray,Monitor,6,1389.8,2026-03-16,,IT
549,41,Michael Moore,Keyboard,5,358.08,2025-09-05,pending,DE
550,100,Michael Garrett,Headset,2,241.56,2025-11-08,pending,FR
551,60,Monica Lee,Monitor,7,189.9,2026-01-14,cancelled,DE
552,58,Patrick Mosley,Monitor,8,404.86,2025-11-03,completed,GR
553,21,Charles Nelson,Monitor,10,70.09,2025-12-01,cancelled,DE
554,12,Anthony Fisher,Mouse,6,600.4,2026-07-18,completed,IT
555,34,Scott Hensley,Mouse,1,1428.62,2025-08-23,,
556,96,Timothy Lee,Headset,4,151.14,2025-12-21,completed,DE
557,16,Jessica Barry,Laptop,1,1247.25,2026-07-01,pending,DE
558,26,Gabrielle Kramer,Keyboard,6,1032.57,2025-08-08,completed,
559,76,Pamela Johnson,Monitor,2,42.48,2026-06-22,completed,DE
560,83,Patricia Morgan,Keyboard,3,147.05,2026-01-03,cancelled,GR
561,6,Jeff Ali,Keyboard,1,260.3,2026-06-13,,FR
562,64,Kristopher Smith,Laptop,7,1027.99,2025-10-13,pending,IT
563,28,Angel Young,Mouse,5,426.98,2026-02-19,pending,GR
564,79,Nicholas Russell,Headset,10,376.22,2026-02-25,cancelled,FR
565,53,Mary Warren,Headset,8,100.86,2025-09-26,cancelled,FR
566,18,Cheyenne Gill,Keyboard,4,967.55,2025-09-05,pending,
567,3,Julia Taylor,Keyboard,6,724.73,2026-02-03,,IT
568,73,Gregory Johns,Headset,6,588.69,2026-02-09,pending,GR
569,41,Zachary Burns,Headset,4,53.66,2025-08-05,cancelled,GR
570,61,Judith Lin,Headset,6,1152.59,2026-01-16,pending,DE
571,13,James Livingston,Mouse,4,407.13,2025-12-20,completed,DE
572,74,Christopher Howard,Keyboard,6,1403.46,2025-11-24,pending,DE
573,31,John Williams,Headset,6,1211.25,2026-03-28,cancelled,
574,4,Shawn Townsend,Monitor,10,849.77,2026-06-15,pending,FR
575,70,Mitchell Fleming,Monitor,3,740.75,2025-11-08,completed,GR
576,30,Diana Hunter,Headset,4,39.69,2025-09-03,,GR
577,43,Rhonda Johnson,Headset,4,1211.6,2025-11-29,cancelled,DE
578,42,John Evans,Laptop,1,230.09,2026-05-13,pending,GR
579,68,Edward Snyder,Monitor,2,566.65,2026-01-16,,
580,13,Kelly Mueller,Monitor,5,490.68,2026-03-20,pending,FR
581,82,Pamela Silva,Keyboard,6,269.56,2026-02-18,cancelled,DE
582,86,Danielle Nelson,Headset,3,573.79,2025-10-20,cancelled,DE
583,23,Joseph Williams,Laptop,10,593.49,2026-05-13,completed,DE
584,78,Laurie Lee,Monitor,10,339.13,2025-09-04,completed,FR
585,19,Taylor Jones,Monitor,2,364.61,2025-08-09,cancelled,DE
586,82,Valerie Short,Laptop,6,675.48,2026-05-06,cancelled,DE
587,32,David Anderson,Laptop,6,392.42,2026-06-11,completed,GR
588,7,Toni Walker,Keyboard,8,1101.55,2025-08-11,pending,FR
589,64,Donald Young,Keyboard,6,823.58,2026-03-18,completed,FR
590,74,Michael Smith,Mouse,3,682.42,2025-08-17,completed,IT
591,3,Alexander Smith,Monitor,5,1427.98,2025-08-31,completed,IT
592,22,Mrs. Amanda Simmons,Keyboard,3,1100.66,2026-03-21,completed,IT
593,77,Andrea Good,Headset,8,1059.71,2025-10-16,,DE
594,78,Jamie Wilson,Keyboard,3,89.8,2026-01-01,cancelled,DE
595,25,Andre Fitzpatrick,Keyboard,9,1085.84,2026-07-23,cancelled,IT
596,39,Mary White,Mouse,2,83.96,2025-08-08,,DE
597,7,Melissa Gilbert,Monitor,1,647.13,2025-11-05,cancelled,
598,62,Lisa Boone,Mouse,2,48.35,2026-05-10,pending,IT
599,11,Tyler Hart,Keyboard,2,469.45,2025-10-01,,FR
600,63,Rachel Andrews,Monitor,2,966.38,2026-04-29,,DE
601,48,Angela Bradford,Keyboard,6,288.01,2026-04-02,completed,IT
602,57,Melissa Waller,Keyboard,5,347.1,2025-10-26,cancelled,
603,8,David Marsh,Mouse,2,137.7,2025-10-19,cancelled,
604,53,Mr. William King,Headset,4,834.87,2025-11-15,,
605,54,Michael Williams,Headset,8,863.34,2026-03-18,pending,FR
606,39,Jordan Perry,Laptop,7,1355.14,2026-01-10,completed,
607,74,Lisa Casey,Headset,10,1019.53,2025-11-09,pending,GR
608,97,Ashley Johnston,Keyboard,3,1424.1,2026-01-09,pending,DE
609,25,Tina Perry,Mouse,1,640.83,2025-12-23,,DE
610,81,Charles Herrera,Mouse,10,394.25,2025-12-17,completed,GR
611,50,Anthony Wade,Headset,7,832.56,2025-12-31,cancelled,
612,59,Amanda Stone,Laptop,10,885.49,2025-12-28,,GR
613,54,Karen Holland,Mouse,3,854.22,2026-07-01,completed,GR
614,73,Kimberly Mayo,Laptop,5,1302.54,2026-03-14,cancelled,FR
615,34,Nicolas Leach,Keyboard,8,862.31,2026-04-05,,GR
616,23,Elizabeth Grant,Monitor,7,224.34,2026-05-12,,GR
617,51,Holly Sawyer,Monitor,4,83.44,2025-09-22,,IT
618,48,Angela Lindsey,Laptop,6,1227.91,2025-11-21,cancelled,IT
619,36,Madison Francis,Keyboard,2,1459.02,2026-06-21,pending,DE
620,39,Daniel Hill,Keyboard,6,411.44,2025-11-06,,
621,83,William Mcintosh,Laptop,4,668.16,2025-08-21,,FR
622,98,Juan Morton,Headset,6,1233.32,2025-08-06,pending,GR
623,40,Sarah Edwards,Headset,7,212.12,2026-01-22,completed,DE
624,25,Kimberly Beck,Mouse,1,381.74,2026-02-05,,GR
625,47,Henry Guzman,Mouse,5,558.84,2026-04-16,,
626,51,Shawn Anderson,Laptop,1,370.49,2026-02-01,,
627,58,John Le,Mouse,8,884.45,2025-12-29,cancelled,IT
628,21,Mr. Richard Gregory,Monitor,2,434.75,2026-01-01,,GR
629,21,Chris Delgado,Headset,4,1287.1,2026-01-31,pending,DE
630,35,Peter Powers,Keyboard,9,39.88,2026-04-11,completed,FR
631,17,Paul Lopez,Mouse,10,1203.29,2025-09-16,pending,IT
632,78,Jeffrey Gibbs,Monitor,5,641.47,2025-08-22,,IT
633,59,Scott Reed,Monitor,4,705.38,2026-02-11,,
634,14,Jeremy Blake,Laptop,9,1499.15,2026-01-29,cancelled,
635,83,Jerome Owens,Headset,10,431.19,2026-06-04,completed,FR
636,9,Sandra Murray,Monitor,5,964.49,2025-10-05,cancelled,IT
637,84,Mary Jordan,Monitor,4,233.39,2025-08-19,pending,GR
638,77,Valerie Hamilton DVM,Keyboard,6,1024.33,2025-11-24,completed,FR
639,38,Ronald Lee,Monitor,7,612.85,2025-12-20,completed,
640,91,Megan Parks,Headset,4,521.32,2025-08-21,pending,
641,82,Krystal Harvey,Keyboard,6,765.9,2025-10-04,pending,
642,24,Brenda Villarreal,Monitor,2,711.46,2025-11-05,cancelled,
643,98,Ashley Campbell,Mouse,6,985.11,2026-06-09,pending,IT
644,29,Kevin Matthews,Monitor,7,1184.25,2025-09-04,cancelled,IT
645,34,Joe Miller,Headset,5,701.0,2025-07-28,completed,FR
646,7,Michael Lee,Headset,10,1417.01,2026-05-24,completed,FR
647,25,Brandon Oconnor,Headset,2,1302.57,2026-07-12,,
648,39,Charlene Kelley,Keyboard,1,1307.57,2026-07-15,pending,DE
649,26,Traci Ray,Monitor,7,1480.92,2025-09-05,,DE
650,41,Lori Morgan,Mouse,2,736.5,2026-03-07,pending,IT
651,82,Scott Sandoval DDS,Laptop,1,683.56,2025-09-26,pending,DE
652,74,Matthew Taylor,Mouse,8,1179.96,2026-01-14,completed,DE
653,79,Denise Robinson,Keyboard,7,611.06,2026-05-23,,FR
654,1,Holly Rowe,Laptop,9,307.13,2025-08-26,cancelled,GR
655,42,Anthony Hurst,Headset,4,36.7,2026-06-19,completed,DE
656,29,Chloe Garcia,Monitor,5,202.11,2026-07-15,,
657,76,Stephanie Bright,Monitor,3,107.28,2025-12-30,completed,IT
658,38,Jeffrey Anthony,Keyboard,9,898.59,2025-12-20,cancelled,FR
659,88,Donna Gallegos,Mouse,6,1494.25,2025-10-24,,IT
660,97,Joshua Conley,Mouse,3,1422.65,2026-05-09,,GR
661,30,Nicole Robbins,Mouse,3,324.67,2026-06-22,completed,
662,65,William Barnett,Mouse,2,556.22,2025-08-19,completed,FR
663,82,Lori Clark,Monitor,9,938.47,2026-06-19,completed,GR
664,84,Thomas Moon,Laptop,1,1037.73,2026-05-01,,FR
665,49,Pamela Long MD,Laptop,9,386.58,2025-10-29,pending,DE
666,89,Curtis Ellis,Laptop,5,637.1,2026-03-22,completed,
667,35,Marilyn Guzman,Headset,10,1054.08,2025-11-12,,GR
668,66,Adam Johnson,Headset,2,431.23,2026-02-16,completed,FR
669,26,Adam Jones,Headset,4,1169.16,2026-03-29,pending,IT
670,91,William Jones,Keyboard,5,248.96,2025-10-20,,DE
671,89,Jason Rodriguez,Keyboard,6,359.41,2026-02-24,completed,GR
672,15,Maria Matthews,Headset,8,232.23,2026-06-14,completed,
673,10,Edgar Kline,Laptop,5,970.06,2026-05-20,,IT
674,34,Sharon Riley,Keyboard,1,158.72,2026-07-18,pending,GR
675,38,Stacy Cordova,Monitor,6,644.73,2026-04-01,completed,GR
676,98,Daniel Jones,Laptop,1,1279.48,2025-11-14,pending,IT
677,46,Anthony Owens,Keyboard,10,409.78,2026-01-09,completed,IT
678,44,David Rodriguez,Mouse,2,607.16,2026-01-16,,IT
679,50,Joseph Wilson MD,Keyboard,7,976.78,2026-03-30,pending,GR
680,17,Christopher Harper,Laptop,3,164.53,2025-11-30,,
681,87,Kristie French,Keyboard,3,920.87,2025-09-26,cancelled,
682,4,Lisa Jenkins,Mouse,8,1381.39,2025-09-20,completed,FR
683,57,Katrina Hall,Laptop,2,399.8,2025-11-11,cancelled,GR
684,91,Adrian Berry,Headset,10,1088.42,2026-03-24,pending,IT
685,67,Patrick Price,Headset,10,151.91,2026-05-20,pending,FR
686,45,Michelle Hines,Keyboard,3,1260.16,2026-06-22,completed,GR
687,83,Brandon Woodard,Mouse,9,1274.78,2025-08-02,,DE
688,10,Paul Davis,Keyboard,6,368.93,2026-07-23,cancelled,GR
689,65,Jeffrey Gonzales,Mouse,9,968.54,2026-04-25,,DE
690,11,Virginia Clark,Keyboard,8,1203.88,2025-08-12,,GR
691,64,Jaime Munoz,Keyboard,6,186.87,2026-05-19,,GR
692,14,Natasha Romero,Keyboard,7,63.39,2026-07-03,completed,GR
693,78,Daniel Carlson,Headset,5,1336.27,2026-05-05,pending,FR
694,44,Melissa Ayala,Monitor,1,1226.72,2025-12-04,,IT
695,72,Susan Miller,Headset,10,714.97,2025-11-26,cancelled,FR
696,15,Donald Mendoza,Laptop,4,13.27,2026-06-22,cancelled,IT
697,71,Michael Brown,Headset,6,1056.12,2026-01-02,completed,DE
698,64,Barbara Rodriguez,Mouse,7,169.37,2026-04-16,pending,DE
699,16,Wesley Melton,Keyboard,4,691.0,2025-09-03,pending,IT
700,14,Robert Swanson,Keyboard,1,1390.67,2026-03-25,completed,FR
701,59,Bailey Melton,Headset,9,210.61,2025-09-04,,GR
702,68,Rebecca Jensen,Laptop,9,1403.61,2025-12-24,,
703,100,Kelly May,Mouse,10,268.74,2025-09-03,pending,GR
704,50,Robert Brown,Headset,10,1325.22,2025-11-09,,FR
705,78,Jennifer Cooper,Mouse,5,602.83,2025-07-27,cancelled,IT
706,58,Reginald Smith,Mouse,3,624.99,2025-10-26,cancelled,
707,41,Paul Salazar,Headset,4,309.32,2025-08-25,cancelled,IT
708,87,Philip Avila,Mouse,3,760.8,2025-11-05,cancelled,GR
709,98,Michael Shelton,Monitor,9,725.75,2025-12-08,,
710,37,Michael Goodman,Keyboard,1,788.87,2026-05-30,completed,FR
711,19,Laura Mahoney,Laptop,1,307.85,2025-08-25,pending,IT
712,88,Melissa Roman,Monitor,3,1260.68,2025-08-31,cancelled,DE
713,97,Jordan Howard,Headset,1,544.44,2026-07-07,,GR
714,79,Larry Smith,Headset,4,1116.19,2026-02-07,,DE
715,66,Charles Martinez,Monitor,1,1390.46,2026-04-10,,FR
716,88,Jordan Vargas,Monitor,9,90.17,2025-12-14,cancelled,DE
717,80,Sara Rodriguez,Keyboard,4,1368.11,2026-02-12,cancelled,
718,70,John Mason,Headset,4,1166.46,2026-03-30,pending,IT
719,58,Betty Scott,Mouse,2,288.6,2026-06-07,pending,
720,16,Christine Brown,Keyboard,1,648.48,2025-09-24,cancelled,DE
721,21,Colin Martinez,Headset,5,18.41,2025-11-13,,DE
722,6,Christopher Gill,Mouse,6,899.35,2025-11-12,cancelled,FR
723,74,Wendy Cruz,Headset,6,118.59,2025-10-14,cancelled,
724,29,Richard Carter,Mouse,9,111.58,2025-11-09,pending,FR
725,70,Billy Perez,Headset,7,147.0,2025-08-25,pending,DE
726,85,Timothy Davenport,Monitor,6,547.59,2025-12-07,pending,
727,68,Todd Hernandez,Keyboard,9,1237.3,2026-05-19,completed,GR
728,86,Suzanne Davis,Monitor,8,368.12,2026-06-08,pending,GR
729,88,Annette Lawrence,Monitor,7,1374.74,2026-04-26,completed,FR
730,33,Michael Harmon,Headset,5,46.81,2026-07-23,cancelled,
731,66,Candace Ruiz,Keyboard,8,75.34,2025-09-27,pending,IT
732,66,Angel Boyer,Laptop,2,259.42,2025-12-01,completed,GR
733,27,Amanda Moore,Mouse,7,1255.14,2025-12-26,pending,
734,90,David Bridges,Keyboard,2,1122.87,2025-11-05,pending,GR
735,59,Vanessa Eaton,Monitor,1,140.41,2026-06-09,completed,DE
736,33,Phillip Thomas,Headset,2,866.69,2026-02-18,pending,IT
737,53,Jennifer Huerta,Keyboard,8,949.02,2026-02-11,,IT
738,3,Michael Rodriguez,Keyboard,2,806.9,2026-03-06,completed,
739,6,Alexandria Harvey,Laptop,6,1392.79,2025-08-19,completed,IT
740,88,Gary Rivers,Monitor,10,138.89,2026-04-23,,FR
741,51,Emily Meyers,Laptop,8,242.92,2025-10-17,pending,DE
742,96,Benjamin Williams,Keyboard,9,449.52,2026-05-16,pending,IT
743,87,Douglas Wallace,Monitor,1,834.75,2026-01-08,pending,GR
744,6,Joanne Miller,Laptop,10,899.02,2025-10-17,completed,IT
745,27,John Walls,Monitor,4,624.86,2025-11-10,pending,DE
746,24,Gregory Bryant,Mouse,10,1253.78,2026-05-03,pending,GR
747,24,Joshua Green,Headset,1,1278.57,2026-03-25,,
748,10,Sean Riley,Monitor,2,383.52,2025-08-16,pending,
749,63,Lynn Beck,Monitor,6,201.04,2025-09-24,pending,GR
750,37,Ashley Proctor,Headset,2,1351.18,2025-08-05,cancelled,FR
751,58,Vicki Novak,Monitor,10,992.54,2026-02-04,pending,
752,73,Kathryn Campos,Monitor,6,1438.4,2025-11-16,pending,GR
753,41,Robert Moss,Mouse,4,1071.18,2026-04-29,,IT
754,47,Roy Watkins,Mouse,6,1318.05,2026-07-02,,FR
755,46,Patty Ellison,Monitor,8,831.99,2026-01-09,pending,
756,11,Jacqueline Barnes,Monitor,3,1338.03,2026-05-20,pending,IT
757,94,James Larson,Laptop,2,1339.24,2025-10-05,completed,
758,75,Mario Smith,Keyboard,10,327.01,2026-07-02,completed,
759,34,Amanda Rodriguez,Headset,9,713.43,2025-07-31,pending,IT
760,51,Breanna Johnson,Mouse,10,1102.51,2025-08-23,cancelled,DE
761,60,Kimberly Sims,Headset,9,144.93,2025-10-23,cancelled,
762,2,Justin Bright,Mouse,10,1029.4,2026-01-10,pending,FR
763,21,Johnny Carter,Mouse,10,1423.58,2025-10-02,pending,FR
764,46,Michele Walker,Laptop,4,1144.59,2026-07-19,pending,GR
765,34,David Parks,Monitor,4,73.78,2026-04-12,pending,
766,47,Anna Johnson,Keyboard,8,1377.67,2026-01-12,completed,GR
767,84,Anthony Perry,Monitor,2,1058.57,2025-08-15,cancelled,IT
768,75,James Edwards,Headset,10,269.04,2025-10-08,,IT
769,76,Tammy Taylor,Laptop,9,384.86,2025-10-24,pending,
